what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1430234212948
started,bundle,org.eclipse.m2m.atl.adt.ui,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.ui",1430234212948
os,sysinfo,,,"win32",1430234212948
arch,sysinfo,,,"x86",1430234212948
ws,sysinfo,,,"win32",1430234212948
locale,sysinfo,,,"fr_BE",1430234212948
processors,sysinfo,,,"4",1430234212948
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1430234212948
java.runtime.version,sysinfo,,,"1.8.0_45-b14",1430234212948
java.specification.name,sysinfo,,,"Java Platform API Specification",1430234212948
java.specification.vendor,sysinfo,,,"Oracle Corporation",1430234212948
java.specification.version,sysinfo,,,"1.8",1430234212948
java.vendor,sysinfo,,,"Oracle Corporation",1430234212948
java.version,sysinfo,,,"1.8.0_45",1430234212948
java.vm.info,sysinfo,,,"mixed mode",1430234212948
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1430234212948
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1430234212948
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1430234212948
java.vm.specification.version,sysinfo,,,"1.8",1430234212948
java.vm.vendor,sysinfo,,,"Oracle Corporation",1430234212948
java.vm.version,sysinfo,,,"25.45-b02",1430234212948
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234214932
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234281850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234282522
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234283649
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234289571
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1430234294822
started,bundle,org.eclipse.m2m.atl.adt,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt",1430234319974
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1430234320005
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1430234320021
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234320021
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1430234320052
started,bundle,org.eclipse.m2m.atl.engine,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.engine",1430234320193
started,bundle,org.eclipse.m2m.atl.common,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.common",1430234320193
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1430234320427
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1430234320443
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1430234320474
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234321646
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234362246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234368590
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1430234381933
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20120130-0943,"org.eclipse.emf.common.ui",1430234381933
started,bundle,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.editor",1430234381933
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1430234381964
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1430234382027
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20120130-0943,"org.eclipse.emf.edit.ui",1430234382043
started,bundle,org.eclipse.emf.edit,2.7.2.v20120130-0943,"org.eclipse.emf.edit",1430234382043
started,bundle,org.eclipse.emf.ecore.edit,2.7.1.v20120130-0943,"org.eclipse.emf.ecore.edit",1430234382121
opened,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430234447031
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430234447047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234447078
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1430234447094
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1430234447125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234448813
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234476817
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1430234482896
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1430234483021
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1430234483021
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1430234483052
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1430234483052
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430234489785
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234490894
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234507134
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234513994
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234525852
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234531321
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234536946
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430234537024
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430234537039
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1430234537039
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1430234537039
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234546025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234558723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234561302
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234568619
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430234569901
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234572041
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234576464
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234580136
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234591797
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430234594406
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234598609
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234609317
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234614452
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234621206
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234622446
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234640725
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430234643397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234646634
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234649810
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234651371
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234661602
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430234665633
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234670320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234671910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234674941
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234675606
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234676468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234676530
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430234676546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234677405
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234683690
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430234685037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234688849
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234690131
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430234697804
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234699116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234729032
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1430234746865
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234751007
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234759245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234767041
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234770697
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430234771887
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430234778543
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430234782044
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234783841
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234786455
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430234787673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234795247
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234797028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234798350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234810542
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234816559
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234839970
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234856671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234866669
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234872249
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234878511
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234880048
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234885857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234888654
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234917152
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430234918934
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430234927244
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234931634
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234962417
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430234964058
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430234969745
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234976738
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234978301
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1430234978317
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234985099
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234988784
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234999144
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235000957
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235004801
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235020468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235026500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235037574
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430235039756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235043538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235046632
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430235049773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235054445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235066207
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430235068004
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430235081031
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430235088344
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235089172
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235092751
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430235095955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235102850
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235104209
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235109896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235125421
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430235135401
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430235138135
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430235153012
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430235154763
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235155341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235158053
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430235169248
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430235173390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235178546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235185734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235190690
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235191386
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235192309
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235192356
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430235192356
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235193313
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235214223
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430235215739
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430235221676
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430235227954
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430235229704
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235232204
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235248213
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235259143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235295391
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235296985
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235299392
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430235310615
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430235312693
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430235316872
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430235318904
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430235322591
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430235324466
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235328561
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235330467
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430235331561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235332874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235332936
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430235332936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235333421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235357308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235359386
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235432851
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430235443945
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235450165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235455793
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430235463014
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430235476640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235484516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235487767
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430235498824
