what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430232801571
started,bundle,org.eclipse.m2m.atl.adt,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt",1430232807260
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1430232807357
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1430232807383
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430232807418
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1430232807501
started,bundle,org.eclipse.m2m.atl.engine,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.engine",1430232807618
started,bundle,org.eclipse.m2m.atl.common,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.common",1430232807623
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1430232807777
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1430232807808
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1430232807859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430232808890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430232836335
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430232840151
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1430232852659
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20120130-0943,"org.eclipse.emf.common.ui",1430232852662
started,bundle,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.editor",1430232852663
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1430232852776
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1430232852963
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20120130-0943,"org.eclipse.emf.edit.ui",1430232853031
started,bundle,org.eclipse.emf.edit,2.7.2.v20120130-0943,"org.eclipse.emf.edit",1430232853043
started,bundle,org.eclipse.emf.ecore.edit,2.7.1.v20120130-0943,"org.eclipse.emf.ecore.edit",1430232853252
opened,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430232936710
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430232936754
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430232936810
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1430232936850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430232937409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430232938647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430232939095
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430232960909
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430232966324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430232976293
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430232976483
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430232976550
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1430232976553
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1430232976553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430232981738
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430232987503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430232988937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233013899
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1430233015298
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233016557
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233028728
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1430233030725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233032298
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233041105
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233044305
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233053399
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233065935
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233072113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233074462
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233085331
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233104399
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1430233109046
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233109222
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1430233111825
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233114327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233129578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233205907
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233207481
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233211825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233217852
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233234930
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233235929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233236940
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430233243428
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233251083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233264919
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430233268866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233274806
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233280484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233315664
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233330332
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233332273
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1430233332434
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1430233332446
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233338746
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233353528
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233358042
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233363233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233365583
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233367182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233372114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233387799
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233393351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233397463
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233449974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233456740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233469522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233471187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233475603
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233477250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233493483
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233494727
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233499710
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233504314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233527423
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233528962
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233534816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233546126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233548555
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233550597
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233566378
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233568072
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233570271
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233573172
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233580074
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233592828
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233595380
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233600501
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233604434
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233608809
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233622217
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233626030
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233631289
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233636694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233642338
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233647023
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233648680
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233652273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233683110
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233689860
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233689984
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233693931
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233695564
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233698616
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233698749
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233703123
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233755421
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233762606
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233762746
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233767882
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233767998
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233773367
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233773526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233779537
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233809289
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233812871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233814545
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233816415
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233819085
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233819237
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233820392
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233821847
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233821991
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233823561
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233824847
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233827459
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233827625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233830655
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233831828
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233833993
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233846251
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233847428
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233847590
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233848891
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233849022
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233850188
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233850363
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233851118
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233851302
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233852675
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233852827
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233855032
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233857046
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233858928
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233858970
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233859668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233859798
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233859813
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233860729
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233863051
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233874589
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233904852
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1430233917716
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233921448
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233929333
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233932281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430233932822
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233942017
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233943164
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233946470
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233969858
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233971235
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1430233972313
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233973695
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233975143
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430233975532
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430233977702
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430233979131
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233981966
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233987977
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233988142
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233988664
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233988876
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430233989485
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430233989608
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233995684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430233998099
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430234002489
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430234002639
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430234023019
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430234024674
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430234027767
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430234027904
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430234032233
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430234033956
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234037240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234079084
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1430234080272
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1430234080927
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234084463
opened,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430234107573
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430234107590
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234107683
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1430234107731
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430234112168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234113037
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234113142
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430234113161
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430234114612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234118377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234123123
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1430234128206
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430234130560
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430234131593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234137344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234140345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234141571
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234143086
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430234145161
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430234154341
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430234156895
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1430234158321
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430234159712
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430234161820
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430234163800
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430234164310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234173100
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430234177326
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430234178512
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430234183723
